POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG
46603374.00,4,3.00,19.00,78.00,6.23,5.74,10.20,0.00,1.20,84.70,150.60,9.60,,17053,53.37,15.10
46603356.00,8,16.00,46.00,38.00,5.20,4.83,17.30,0.00,1.60,47.50,315.50,10.60,,17050,53.21,15.08
46603342.00,7,11.00,32.00,57.00,5.49,4.90,7.90,1.00,0.90,19.50,139.80,6.10,,17049,53.08,15.06
46603288.00,9,17.00,38.00,45.00,5.21,4.87,80.40,1.00,6.50,0.00,54.10,27.80,,17165,52.60,15.01
46603108.00,8,14.00,82.00,4.00,4.18,3.63,30.40,0.00,1.50,12.30,36.20,8.30,,2382,50.98,14.83
46602982.00,8,9.00,38.00,54.00,5.58,4.95,13.70,1.00,1.50,45.30,107.80,7.10,,753,49.85,14.72
46602964.00,15,15.00,34.00,51.00,5.06,4.53,15.80,0.00,1.60,55.80,240.80,5.60,,776,49.69,14.70
46602942.00,49,12.00,26.00,63.00,7.20,6.84,51.80,7.00,2.90,51.80,306.90,18.20,many stones,779,49.49,14.68
46602762.00,12,43.00,50.00,7.00,5.61,5.19,38.60,2.00,3.40,0.00,195.60,31.10,,243,47.88,14.53
46602618.00,27,16.00,36.00,48.00,7.60,7.20,28.60,111.00,2.70,11.30,56.60,18.90,,24,46.58,14.42
46602150.00,38,26.00,37.00,37.00,7.53,7.34,33.00,427.00,2.70,37.00,460.00,22.40,,14106,42.37,14.10
46602016.00,14,24.00,49.00,26.00,5.13,4.55,16.70,0.00,1.80,52.10,974.30,11.00,,14509,41.16,14.02
46602010.00,4,55.00,42.00,4.00,7.64,7.20,19.60,15.00,2.50,22.40,575.80,46.60,,14501,41.11,14.02
46602006.00,1,31.00,51.00,18.00,7.68,7.24,19.80,47.00,2.00,0.00,342.30,31.50,,14500,41.07,14.02
46584786.00,13,5.00,61.00,35.00,4.04,3.31,20.10,0.00,0.90,17.80,51.10,5.20,,20239,66.02,17.39
46584682.00,22,6.00,58.00,36.00,4.78,4.01,31.80,0.00,1.50,12.10,59.60,3.20,,19730,65.09,17.13
46584592.00,36,5.00,43.00,52.00,4.37,3.71,29.10,0.00,1.20,10.40,36.10,3.10,,19303,64.28,16.93
46584516.00,30,6.00,39.00,55.00,4.74,3.89,29.30,0.00,1.00,92.90,68.40,5.90,,19132,63.60,16.77
46584268.00,23,0.00,0.00,0.00,4.44,3.65,333.70,7.00,6.70,44.30,984.50,41.50,,19356,61.38,16.29
46584178.00,9,4.00,33.00,63.00,4.84,4.23,76.00,2.00,2.90,22.30,81.90,10.60,,19140,60.57,16.14
46584160.00,24,8.00,34.00,58.00,4.67,4.14,60.70,1.00,2.30,43.30,67.40,7.80,,19185,60.41,16.11
46583980.00,16,11.00,66.00,23.00,4.57,3.97,15.80,1.00,0.60,0.00,36.10,2.40,,19848,58.80,15.83
46583886.00,11,11.00,32.00,57.00,4.31,3.92,82.40,0.00,4.50,30.50,116.80,10.10,,18573,57.95,15.69
46583314.00,6,7.00,7.00,86.00,5.97,5.60,60.20,0.00,5.40,12.60,34.70,35.50,,17147,52.83,15.00
46582774.00,8,32.00,53.00,15.00,5.88,5.07,24.30,0.00,2.60,10.10,94.30,17.00,,268,47.99,14.52
46582638.00,29,17.00,37.00,46.00,7.58,7.14,20.70,95.00,1.80,12.80,151.40,15.40,,30,46.77,14.41
46582576.00,21,33.00,41.00,26.00,6.84,6.57,56.30,8.00,4.40,0.00,148.80,28.20,,20770,46.21,14.36
46582562.00,11,16.00,18.00,66.00,7.28,6.98,152.20,246.00,6.80,11.20,57.20,39.20,,20747,46.08,14.35
46582166.00,12,42.00,45.00,13.00,7.97,7.35,14.20,125.00,1.60,43.20,1553.60,28.60,,13760,42.52,14.09
46581654.00,3,56.00,31.00,12.00,7.44,7.12,20.60,240.00,1.80,0.00,283.20,25.30,,14589,37.89,13.80
46564666.00,43,0.00,0.00,0.00,4.51,4.06,395.90,1.00,18.90,0.00,34.00,19.60,,19732,64.95,17.05
46564654.00,13,0.00,0.00,0.00,4.70,3.73,489.30,4.00,28.60,35.10,110.90,19.00,,19386,64.84,17.03
46564648.00,13,9.00,33.00,58.00,5.07,4.23,25.70,0.00,1.60,0.00,60.70,5.10,,19388,64.79,17.01
46564612.00,13,2.00,13.00,85.00,5.41,4.68,3.30,0.00,0.30,0.00,32.70,1.00,,19393,64.46,16.93
46564468.00,7,6.00,33.00,61.00,4.46,3.69,33.50,0.00,1.10,0.00,39.40,4.70,,19153,63.17,16.63
46564374.00,15,9.00,33.00,58.00,5.33,4.45,58.30,0.00,2.70,14.60,151.90,6.10,,20673,62.33,16.45
46564324.00,7,23.00,66.00,11.00,4.76,3.90,46.80,1.00,2.00,13.10,98.90,8.10,,18951,61.88,16.35
46564270.00,4,2.00,11.00,88.00,4.49,3.48,13.20,0.00,0.70,0.00,45.70,4.10,,19359,61.40,16.26
46564072.00,15,5.00,28.00,67.00,5.09,4.31,17.30,1.00,0.70,0.00,24.20,4.40,,20205,59.62,15.93
46564018.00,21,8.00,21.00,71.00,5.18,4.38,37.80,0.00,2.60,13.80,64.80,9.30,,18137,59.14,15.85
46563934.00,6,25.00,40.00,35.00,3.99,3.49,86.50,1.00,4.00,13.40,111.60,14.50,,18358,58.39,15.72
46563874.00,1,0.00,0.00,0.00,4.13,3.51,467.20,0.00,20.10,17.90,141.10,44.10,,18570,57.85,15.64
46563856.00,21,4.00,33.00,63.00,4.73,3.88,25.10,0.00,1.20,27.50,30.40,5.70,,19250,57.69,15.62
46563820.00,15,6.00,39.00,55.00,4.80,3.89,30.50,0.00,1.20,10.90,47.10,5.60,,19249,57.36,15.57
46563748.00,20,6.00,32.00,62.00,3.96,3.26,92.40,1.00,2.70,24.60,112.70,12.00,,18917,56.72,15.47
46563388.00,1,13.00,25.00,62.00,6.87,6.51,29.70,2.00,2.20,45.50,78.00,14.10,,17020,53.49,15.05
46563268.00,3,3.00,6.00,90.00,4.09,3.44,14.90,0.00,1.00,29.30,0.00,1.00,,17070,52.42,14.93
46563124.00,8,13.00,63.00,24.00,5.26,4.83,20.00,0.00,2.10,11.40,49.00,8.50,,2450,51.13,14.79
46563052.00,6,19.00,70.00,11.00,6.65,6.28,12.60,0.00,1.50,49.20,138.00,15.00,,972,50.48,14.72
46563034.00,9,21.00,44.00,34.00,6.28,5.78,9.60,0.00,1.10,0.00,90.60,10.10,,963,50.32,14.71
46562938.00,12,17.00,34.00,49.00,6.49,6.32,8.10,1.00,1.20,25.90,115.10,12.30,,780,49.46,14.62
46562902.00,10,16.00,57.00,27.00,7.25,6.85,14.00,2.00,1.60,53.50,291.20,10.90,,706,49.14,14.59
46562790.00,5,14.00,77.00,9.00,7.58,7.10,12.50,2.00,1.50,37.50,254.30,11.20,,218,48.13,14.50
46562632.00,12,19.00,40.00,41.00,6.52,6.16,21.10,0.00,1.90,38.20,66.00,14.10,,32,46.71,14.38
46562548.00,6,40.00,56.00,4.00,5.15,4.33,39.40,2.00,2.90,0.00,70.70,16.20,,20752,45.96,14.32
46562146.00,29,43.00,40.00,17.00,8.28,7.49,13.80,232.00,1.60,0.00,364.00,28.20,,13740,42.34,14.05
46561584.00,8,53.00,36.00,11.00,8.12,7.40,18.60,202.00,1.50,0.00,547.30,40.30,,14652,37.26,13.75
46544808.00,10,4.00,40.00,56.00,4.32,3.64,14.80,0.00,0.70,27.10,20.90,1.00,,20245,66.23,17.36
46544748.00,26,6.00,49.00,45.00,5.43,4.80,21.80,0.00,1.70,13.70,53.40,5.60,,20408,65.69,17.21
46544694.00,2,0.00,0.00,0.00,4.54,3.48,510.00,2.00,21.10,30.50,100.60,43.80,,19791,65.20,17.08
46544650.00,11,0.00,0.00,0.00,5.69,5.29,203.70,18.00,11.70,16.00,534.40,58.60,,19389,64.81,16.98
46544632.00,14,11.00,71.00,18.00,4.72,4.00,68.30,1.00,2.50,23.80,59.20,13.30,,19376,64.65,16.94
46544568.00,0,0.00,0.00,0.00,5.12,4.28,421.40,0.00,10.90,37.70,807.20,50.80,,19208,64.07,16.80
46544556.00,13,3.00,17.00,80.00,4.48,3.44,11.60,0.00,0.60,20.50,34.40,3.50,,18976,63.96,16.77
46544532.00,11,6.00,48.00,46.00,4.29,3.41,21.70,0.00,0.80,93.70,49.20,4.20,,18975,63.75,16.72
46544412.00,15,6.00,36.00,58.00,4.53,3.75,38.10,0.00,1.40,13.00,37.40,3.10,,20547,62.67,16.48
46544362.00,17,11.00,43.00,46.00,4.92,3.84,99.50,0.00,2.70,19.70,73.00,8.30,,19008,62.22,16.39
46544290.00,15,2.00,19.00,80.00,4.62,3.99,16.20,1.00,0.90,0.00,40.60,3.30,,19414,61.58,16.26
46544286.00,0,0.00,0.00,0.00,3.66,2.86,508.20,0.00,14.30,86.70,298.20,33.00,,19412,61.54,16.25
46544280.00,65,0.00,0.00,0.00,3.88,2.57,406.00,0.00,8.60,84.70,0.00,28.40,missing analysis of K,19411,61.49,16.24
46544262.00,6,28.00,63.00,9.00,5.40,4.58,27.70,0.00,2.10,16.00,73.80,7.80,,19354,61.33,16.21
46544244.00,12,3.00,22.00,74.00,4.17,3.24,84.10,1.00,2.50,13.20,91.10,5.40,,19427,61.17,16.18
46544236.00,0,0.00,0.00,0.00,3.99,3.03,409.60,0.00,12.50,50.40,272.80,30.70,,19431,61.09,16.16
46544208.00,13,2.00,20.00,79.00,4.20,2.94,46.30,0.00,1.40,10.70,59.10,4.60,,20030,60.84,16.11
46544182.00,30,3.00,15.00,82.00,5.29,4.67,15.10,1.00,0.70,0.00,23.90,2.90,,19935,60.61,16.07
46544064.00,13,37.00,53.00,10.00,6.02,5.08,18.60,1.00,1.80,28.40,91.20,12.30,,20198,59.55,15.88
46544052.00,6,57.00,39.00,4.00,6.76,6.15,20.50,2.00,2.00,61.40,185.70,19.00,,20200,59.44,15.86
46543992.00,7,0.00,0.00,0.00,4.92,4.37,339.10,2.00,14.80,21.00,99.20,51.50,,19849,58.91,15.77
46543974.00,33,7.00,22.00,71.00,5.17,4.40,15.50,1.00,1.00,0.00,24.00,3.20,,19851,58.75,15.75
46543944.00,17,45.00,32.00,23.00,5.42,4.90,21.30,0.00,2.10,11.50,180.20,16.30,,18359,58.48,15.71
46543938.00,22,14.00,18.00,68.00,5.31,4.64,20.30,0.00,1.70,28.60,118.70,5.40,,18367,58.42,15.70
46543926.00,10,44.00,38.00,17.00,6.12,5.72,102.60,1.00,6.90,10.00,161.70,47.10,,20651,58.32,15.68
46543804.00,2,0.00,0.00,0.00,3.94,3.06,451.10,0.00,12.20,51.10,438.80,40.50,,19873,57.22,15.51
46543732.00,5,6.00,38.00,56.00,3.41,2.72,174.10,0.00,6.10,14.90,62.60,16.40,,18916,56.58,15.42
46543710.00,21,3.00,24.00,73.00,4.33,3.54,40.50,0.00,1.50,0.00,58.60,6.20,,18428,56.38,15.39
46543422.00,6,3.00,3.00,94.00,4.36,3.31,40.80,0.00,1.80,36.50,38.10,5.40,,17008,53.80,15.06
46543398.00,1,5.00,20.00,75.00,6.55,5.80,6.10,1.00,0.60,48.70,48.00,4.80,,17005,53.59,15.03
46543336.00,6,9.00,31.00,61.00,6.67,6.34,17.00,0.00,1.80,42.40,159.50,9.10,,17064,53.03,14.97
46543260.00,13,2.00,13.00,85.00,5.84,5.00,7.00,0.00,0.70,47.40,30.90,6.60,,17069,52.35,14.89
46543174.00,4,17.00,59.00,24.00,4.11,3.53,3.30,0.00,0.30,0.00,51.50,5.70,,16010,51.58,14.81
46543152.00,5,3.00,8.00,90.00,4.05,3.27,27.90,0.00,1.00,12.40,28.70,5.80,,2808,51.38,14.79
46543138.00,14,7.00,28.00,64.00,3.85,3.44,32.20,0.00,1.90,28.80,58.70,5.90,,1559,51.26,14.77
46543084.00,5,11.00,71.00,17.00,5.91,5.48,13.30,2.00,1.30,29.50,140.40,9.80,,991,50.77,14.72
46543080.00,6,9.00,81.00,11.00,6.88,6.41,12.10,1.00,1.30,75.60,101.20,9.50,,990,50.73,14.72
46542954.00,32,15.00,30.00,55.00,5.77,5.18,22.60,0.00,2.20,35.80,297.80,9.40,,777,49.60,14.61
46542882.00,11,14.00,26.00,60.00,5.39,4.83,13.20,0.00,1.30,28.10,147.70,7.80,,661,48.96,14.55
46542804.00,14,18.00,74.00,7.00,7.66,7.12,17.80,117.00,1.60,31.20,190.40,13.70,,224,48.26,14.49
46542614.00,8,9.00,40.00,51.00,7.74,7.30,37.90,174.00,2.30,0.00,42.90,17.60,,25,46.55,14.34
46542498.00,0,20.00,33.00,46.00,6.36,5.66,30.70,1.00,2.70,24.60,264.00,16.40,,20684,45.51,14.26
46542162.00,5,24.00,58.00,19.00,8.14,7.50,10.90,274.00,1.00,15.60,133.60,14.20,,14107,42.48,14.04
46542148.00,21,38.00,53.00,9.00,7.75,7.30,17.40,350.00,1.60,52.40,782.60,23.70,,13756,42.36,14.03
46541616.00,8,50.00,43.00,7.00,7.71,7.33,19.90,73.00,1.90,0.00,534.80,52.40,,14648,37.55,13.74
46524744.00,0,0.00,0.00,0.00,4.59,3.77,465.80,0.00,14.70,10.30,289.50,60.50,,20235,65.65,17.15
46524726.00,30,25.00,32.00,44.00,4.49,3.81,93.60,0.00,4.20,11.70,155.90,10.10,,20233,65.49,17.11
46524618.00,0,0.00,0.00,0.00,4.12,3.22,424.40,0.00,10.30,114.10,649.70,25.00,,70077,64.52,16.86
46524456.00,18,5.00,33.00,61.00,5.02,4.09,16.60,0.00,0.70,37.90,31.80,1.00,,19124,63.07,16.53
46524438.00,4,0.00,0.00,0.00,4.76,4.06,234.90,1.00,9.20,14.70,111.40,19.20,,19125,62.91,16.49
46524204.00,14,3.00,38.00,59.00,4.55,4.03,17.80,0.00,0.80,13.40,45.00,3.20,,20033,60.81,16.07
46524186.00,19,8.00,39.00,53.00,4.98,4.08,19.50,0.00,0.80,0.00,37.10,4.10,,20189,60.65,16.04
46524096.00,5,0.00,0.00,0.00,4.02,3.00,419.20,0.00,14.50,16.10,245.90,38.90,,20295,59.84,15.90
46524060.00,10,16.00,29.00,55.00,4.40,3.51,92.20,0.00,3.50,22.70,95.90,10.40,,20201,59.52,15.84
46523772.00,13,6.00,46.00,48.00,3.73,2.92,116.10,0.00,4.20,11.70,125.30,9.80,,18480,56.94,15.44
46523016.00,17,30.00,65.00,5.00,7.47,6.93,17.50,3.00,1.70,37.00,166.90,22.80,,956,50.16,14.64
46522836.00,27,40.00,26.00,34.00,5.41,5.14,74.10,0.00,6.80,39.70,331.30,19.40,,158,48.55,14.48
46522722.00,36,12.00,49.00,39.00,6.36,5.83,31.70,3.00,3.40,20.50,69.60,7.00,,235,47.52,14.40
46522640.00,37,10.00,44.00,47.00,4.31,3.55,36.80,1.00,1.90,33.10,65.90,8.10,,35,46.79,14.33
46522632.00,28,14.00,35.00,51.00,7.29,7.09,42.10,68.00,3.50,17.30,90.90,22.60,,33,46.71,14.33
46522628.00,9,24.00,45.00,30.00,5.62,5.27,169.80,0.00,12.80,29.70,142.50,67.30,,29,46.68,14.32
46522626.00,18,13.00,38.00,49.00,5.90,5.52,38.10,2.00,3.20,0.00,47.80,16.00,,28,46.66,14.32
46522512.00,0,49.00,46.00,4.00,6.12,5.40,75.20,1.00,5.70,0.00,100.60,25.90,,20694,45.64,14.24
46521594.00,17,32.00,44.00,23.00,7.67,7.28,30.80,527.00,2.60,12.40,317.50,23.30,,14658,37.35,13.71
46504768.00,25,7.00,43.00,50.00,4.53,4.16,34.20,0.00,1.80,26.60,52.30,5.30,,20401,65.87,17.17
46504472.00,23,6.00,40.00,53.00,5.60,4.56,23.10,2.00,1.10,0.00,47.90,6.80,,19138,63.21,16.52
46504368.00,2,0.00,0.00,0.00,4.11,2.99,501.20,0.00,11.80,89.30,410.50,36.20,,19011,62.28,16.32
46504350.00,10,6.00,32.00,62.00,4.40,3.50,112.30,1.00,2.60,66.10,164.80,10.90,,19168,62.12,16.29
46504300.00,20,3.00,21.00,76.00,4.68,4.06,26.90,0.00,1.10,43.50,32.60,2.20,,20004,61.67,16.20
46504246.00,17,4.00,32.00,64.00,4.86,3.66,45.80,0.00,1.90,18.80,67.30,7.60,,19430,61.19,16.10
46504238.00,34,0.00,0.00,0.00,4.51,3.72,379.30,6.00,12.90,79.20,843.70,47.80,,19429,61.12,16.09
46504206.00,21,5.00,24.00,71.00,5.22,4.79,40.10,2.00,2.90,17.80,98.80,9.20,,20036,60.83,16.04
46504174.00,21,8.00,35.00,57.00,4.73,3.93,69.30,0.00,2.20,0.00,95.20,6.20,,19080,60.54,15.99
46504148.00,5,7.00,66.00,28.00,5.03,4.63,22.30,0.00,1.60,45.70,133.50,3.90,,19151,60.31,15.94
46504048.00,12,49.00,35.00,16.00,5.97,5.38,23.30,0.00,2.30,66.40,184.80,16.50,,20202,59.41,15.79
46503990.00,28,9.00,31.00,60.00,4.74,4.08,56.30,0.00,2.70,0.00,58.60,7.40,,19847,58.89,15.70
46503972.00,7,26.00,44.00,29.00,4.19,3.79,58.90,0.00,3.00,30.20,66.00,6.40,,19852,58.73,15.68
46503878.00,17,8.00,35.00,57.00,4.57,3.69,66.00,0.00,2.30,0.00,57.60,7.40,,18569,57.89,15.55
46503716.00,30,0.00,0.00,0.00,3.85,3.25,331.20,0.00,15.30,12.40,157.90,25.20,,18454,56.44,15.33
46503706.00,8,7.00,35.00,59.00,3.64,2.98,174.30,0.00,6.30,21.30,143.30,17.80,,18455,56.35,15.32
46503450.00,6,9.00,6.00,85.00,5.16,4.74,104.10,1.00,7.90,0.00,39.70,35.10,,17009,54.05,15.03
46503360.00,3,16.00,70.00,14.00,6.68,6.54,18.10,0.00,1.80,51.00,196.20,15.20,,17062,53.25,14.93
46503346.00,3,10.00,30.00,60.00,7.02,6.70,9.90,0.00,1.10,41.60,138.60,5.80,,17063,53.12,14.92
46503324.00,10,5.00,14.00,81.00,4.89,4.26,5.30,0.00,0.60,73.30,68.30,3.10,,17066,52.92,14.90
46503198.00,10,3.00,9.00,88.00,5.26,4.55,9.00,0.00,1.10,65.90,127.10,5.90,,16016,51.80,14.77
46503054.00,4,17.00,70.00,14.00,5.48,4.65,13.40,0.00,1.50,21.50,138.20,10.10,,971,50.50,14.64
46503018.00,9,23.00,38.00,39.00,6.42,6.09,21.10,3.00,1.50,22.70,205.30,16.30,,955,50.18,14.61
46502996.00,19,24.00,71.00,5.00,6.56,6.04,15.70,1.00,1.60,0.00,151.00,16.10,,959,49.98,14.59
46502968.00,16,4.00,17.00,78.00,6.05,5.91,7.00,3.00,0.80,45.20,84.90,4.90,,751,49.73,14.57
46502906.00,6,23.00,38.00,39.00,6.91,6.36,16.60,1.00,1.70,31.10,348.30,11.60,,708,49.18,14.52
46502892.00,18,14.00,28.00,58.00,4.29,3.59,18.90,1.00,1.20,56.30,314.50,10.60,,707,49.05,14.50
46502878.00,10,27.00,48.00,25.00,5.50,4.92,19.90,1.00,2.10,10.60,49.00,12.30,,657,48.92,14.49
46502820.00,19,11.00,23.00,65.00,4.33,3.81,78.60,0.00,4.40,97.30,331.10,9.20,,190,48.40,14.44
46502798.00,3,28.00,68.00,4.00,6.57,6.26,21.80,2.00,2.30,41.70,181.40,20.30,,219,48.21,14.43
46502784.00,2,38.00,54.00,8.00,6.94,6.18,37.00,2.00,3.70,37.00,168.60,28.30,,222,48.08,14.42
46502766.00,4,25.00,59.00,16.00,7.84,7.24,31.30,106.00,1.40,0.00,106.50,21.50,,270,47.92,14.40
46502590.00,1,26.00,59.00,15.00,6.75,6.40,45.10,19.00,3.80,0.00,122.50,24.70,,20702,46.34,14.27
46502554.00,23,38.00,53.00,9.00,4.04,3.01,86.90,1.00,4.00,0.00,104.20,19.40,,20751,46.01,14.25
46502158.00,0,24.00,64.00,12.00,7.25,6.75,82.40,4.00,7.10,11.00,395.40,61.90,,14057,42.45,13.99
46502144.00,19,45.00,52.00,3.00,7.98,7.45,9.20,281.00,1.30,0.00,388.40,20.80,,13753,42.32,13.98
46502140.00,12,36.00,43.00,20.00,8.04,7.45,43.20,222.00,1.60,0.00,462.50,26.00,,13754,42.29,13.98
46502028.00,8,19.00,40.00,41.00,6.40,5.99,20.70,1.00,1.80,76.20,1604.70,16.10,,14242,41.28,13.91
46501592.00,2,61.00,30.00,9.00,7.72,7.47,10.00,179.00,1.40,0.00,528.60,30.70,,14611,37.33,13.68
46501578.00,37,53.00,38.00,9.00,7.80,7.47,13.40,243.00,1.00,10.70,556.70,33.60,,14662,37.20,13.68
46484792.00,1,0.00,0.00,0.00,5.44,4.82,492.80,0.00,31.40,0.00,163.10,42.70,,20237,66.09,17.19
46484612.00,24,6.00,48.00,47.00,5.05,4.19,27.50,0.00,1.10,20.50,38.40,4.30,,19392,64.47,16.77
46484288.00,18,5.00,29.00,67.00,5.38,4.90,13.40,2.00,0.70,0.00,19.90,2.20,,19413,61.56,16.14
46484270.00,6,16.00,62.00,22.00,4.57,4.09,41.30,0.00,2.60,0.00,33.80,5.70,,19013,61.40,16.11
46484090.00,23,16.00,45.00,39.00,4.97,4.29,25.80,1.00,1.90,11.90,63.00,5.80,,20294,59.79,15.82
46483982.00,16,3.00,27.00,70.00,5.05,4.33,9.40,1.00,0.70,0.00,24.70,4.50,,19850,58.82,15.66
46483964.00,8,22.00,53.00,25.00,4.51,3.73,89.10,0.00,3.90,14.10,153.90,6.80,,70075,58.66,15.63
46483856.00,1,0.00,0.00,0.00,3.91,3.46,437.60,0.00,19.50,50.60,319.40,30.20,,19295,57.69,15.48
46483748.00,14,7.00,39.00,54.00,4.19,3.31,34.80,0.00,1.30,0.00,59.60,5.50,,19273,56.73,15.34
46483334.00,8,8.00,26.00,66.00,5.01,4.36,10.00,0.00,1.10,31.30,90.20,4.90,,17149,53.02,14.88
46483298.00,3,3.00,3.00,94.00,4.51,3.64,22.60,0.00,1.10,20.70,26.50,3.90,,17162,52.69,14.84
46483136.00,17,7.00,25.00,68.00,6.06,5.62,13.70,0.00,1.40,63.10,155.50,6.30,,2438,51.24,14.69
46482866.00,5,22.00,39.00,39.00,6.04,5.82,20.30,1.00,2.00,29.70,357.20,12.00,,662,48.82,14.45
46482830.00,10,17.00,31.00,52.00,5.38,5.06,31.70,0.00,3.00,18.40,86.90,12.00,,159,48.50,14.43
46482646.00,15,10.00,43.00,47.00,6.98,6.72,37.70,5.00,3.80,19.20,271.60,18.30,,36,46.84,14.29
46482614.00,23,12.00,51.00,37.00,7.83,7.38,42.60,95.00,3.90,13.80,59.50,25.00,,20,46.55,14.26
46482172.00,8,34.00,51.00,14.00,7.90,7.35,13.60,295.00,1.20,0.00,232.70,19.60,,14095,42.58,13.97
46482146.00,11,35.00,46.00,19.00,7.75,7.35,30.00,319.00,2.50,87.60,796.00,25.30,,14063,42.34,13.96
46482134.00,1,54.00,40.00,5.00,8.03,7.41,13.60,286.00,1.30,0.00,376.90,25.00,,14062,42.23,13.95
46482044.00,10,23.00,36.00,41.00,7.59,6.97,14.10,6.00,1.30,0.00,704.40,21.50,,14241,41.42,13.90
46464752.00,15,4.00,23.00,73.00,5.27,4.23,9.00,1.00,0.60,25.50,32.40,4.30,,20234,65.73,17.04
46464716.00,14,12.00,33.00,54.00,4.12,3.21,22.00,1.00,1.60,15.70,82.80,5.50,,20231,65.41,16.96
46464656.00,19,11.00,50.00,38.00,4.65,4.00,12.40,0.00,0.80,10.10,48.00,7.40,,19421,64.87,16.82
46464526.00,14,6.00,51.00,43.00,4.52,3.62,51.10,1.00,1.40,16.40,46.10,5.70,,19135,63.70,16.55
46464482.00,19,6.00,43.00,52.00,4.86,4.00,19.30,0.00,1.00,12.50,52.40,3.20,,19136,63.31,16.46
46464386.00,28,10.00,37.00,53.00,4.59,4.14,26.00,0.00,1.30,0.00,60.10,6.00,,19002,62.45,16.28
46464338.00,12,3.00,14.00,83.00,4.60,3.22,28.70,0.00,0.90,13.10,42.50,4.60,,19230,62.01,16.19
46464292.00,12,4.00,30.00,65.00,4.77,3.88,23.40,0.00,1.20,15.10,67.50,4.70,,20045,61.60,16.11
46464166.00,22,29.00,53.00,19.00,5.67,5.10,48.00,0.00,3.20,24.60,164.90,15.00,,19057,60.47,15.90
46464140.00,3,0.00,0.00,0.00,4.37,3.32,215.80,0.00,7.60,18.40,223.10,17.60,,19150,60.24,15.86
46464122.00,29,0.00,0.00,0.00,4.39,3.58,439.20,3.00,15.90,39.30,333.80,40.30,,20298,60.08,15.83
46464080.00,8,6.00,31.00,63.00,4.15,3.61,31.60,0.00,1.50,11.00,38.60,4.90,,20291,59.70,15.77
46463950.00,4,12.00,26.00,63.00,4.36,4.11,74.50,1.00,4.20,40.00,111.00,10.30,,18357,58.54,15.58
46463896.00,20,9.00,30.00,61.00,4.16,3.31,83.90,0.00,2.60,0.00,118.20,12.70,,18571,58.05,15.50
46463888.00,12,8.00,20.00,72.00,4.56,3.71,49.40,0.00,1.80,28.70,48.30,5.30,,18572,57.98,15.49
46463828.00,22,10.00,44.00,45.00,4.44,3.55,113.70,1.00,4.10,35.10,118.00,12.70,,20652,57.44,15.41
46463734.00,20,7.00,36.00,58.00,3.85,3.25,45.20,0.00,1.70,0.00,30.50,9.30,,18855,56.60,15.29
46463698.00,21,5.00,14.00,80.00,4.42,3.66,30.10,1.00,1.70,0.00,43.40,3.70,,18452,56.28,15.25
46463428.00,9,6.00,19.00,75.00,5.46,4.82,14.70,0.00,1.50,27.40,79.20,9.70,,17011,53.86,14.94
46463396.00,6,4.00,19.00,77.00,6.67,6.13,13.40,0.00,1.40,18.10,16.30,6.30,,17022,53.57,14.91
46463330.00,9,15.00,18.00,67.00,7.82,7.37,57.10,68.00,4.90,14.80,67.50,32.00,,17153,52.98,14.84
46463090.00,12,17.00,43.00,40.00,3.91,3.28,43.10,1.00,2.00,11.00,49.90,8.40,,986,50.83,14.62
46462970.00,12,26.00,48.00,26.00,6.98,6.30,11.00,0.00,1.30,23.50,129.70,17.00,,750,49.75,14.51
46462946.00,24,20.00,54.00,26.00,6.05,5.61,23.30,1.00,2.20,57.40,77.90,14.50,,739,49.54,14.49
46462874.00,6,27.00,33.00,40.00,5.72,4.86,19.40,0.00,1.70,38.10,322.90,9.10,,664,48.89,14.43
46462862.00,7,21.00,29.00,50.00,3.94,3.36,69.70,2.00,2.80,0.00,47.30,12.00,,666,48.78,14.42
46462856.00,9,8.00,26.00,66.00,5.03,4.49,11.80,0.00,1.30,31.40,78.90,6.00,,667,48.73,14.42
46462592.00,2,25.00,45.00,30.00,5.03,3.95,18.20,1.00,1.20,0.00,131.90,10.90,,20760,46.36,14.22
46462178.00,33,33.00,60.00,7.00,8.12,7.54,14.00,236.00,1.40,45.30,254.60,18.70,,14096,42.63,13.95
46462046.00,9,51.00,32.00,18.00,8.11,7.42,15.00,87.00,1.80,0.00,294.60,36.00,,14039,41.44,13.88
46462034.00,6,65.00,29.00,6.00,6.75,6.51,40.30,14.00,3.10,0.00,540.40,39.60,,14087,41.34,13.87
46461650.00,5,49.00,37.00,14.00,7.50,6.99,11.40,91.00,1.40,0.00,383.30,30.30,,14592,37.86,13.67
46461632.00,22,53.00,27.00,20.00,7.19,6.82,16.60,0.00,1.90,0.00,318.70,30.10,,14631,37.70,13.66
46444726.00,20,10.00,40.00,49.00,4.19,3.12,48.00,1.00,1.90,0.00,52.80,12.80,,20232,65.50,16.94
46444702.00,2,0.00,0.00,0.00,5.71,5.09,303.70,3.00,13.00,16.70,198.70,39.30,,19790,65.28,16.89
46444684.00,23,9.00,35.00,56.00,5.19,4.53,6.50,0.00,0.50,0.00,30.90,2.50,,19729,65.12,16.84
